artist,name,category,position,score,from,to,us,uk,de,fr,ca,au
"Bob Seger & The Silver Bullet Band","I Knew You When","album",""," 687.439","Dec 2017","Dec 2017","25","","74","","69","",""
"Bob Seger & The Silver Bullet Band","Icon: Greatest Hits","album","","2412.735","Jan 2015","Jun 2018","99","","","","16","",""
"Bob Seger & The Silver Bullet Band","Nine Tonight","album",""," 304.714","Oct 2011","Nov 2011","70","","","","","",""
"Bob Seger & The Silver Bullet Band","Ride Out","album","","2619.876","Nov 2014","Jan 2015","3","","","","12","",""
"Bob Seger & The Silver Bullet Band","Ultimate Hits: Rock And Roll Never Forgets","album","1554","12199.571","Dec 2011","Jun 2017","19","28","53","","23","5",""
"Bob Sinclar & Akon","Til The Sun Rise Up","song","","   9.251","Sep 2017","Sep 2017","","","","142","","",""
"Bob Sinclar & Sean Paul","Tik-Toc","song",""," 195.347","Nov 2010","Mar 2011","","","37","","","",""
"Bob Sinclar, Goleo VI & Gary 'Nesta' Pine","Love Generation","song","1409","6141.187","Sep 2005","Jul 2010","","","1","3","","1",""
"BoB, T.I. & Playboy Tre","Bet I","song","","  60.611","May 2010","May 2010","72","","","","","",""
"Bobby Helms","Jingle Bell Rock","song","947","7954.851","Dec 2014","Jan 2021","3","27","15","68","5","37",""
"Bobby V & Yung Joc","Beep","song",""," 330.146","Mar 2009","Apr 2009","56","","","","","",""
"Bobby Valentino","Disturbing Tha Peace Presents","album","1562","12106.979","May 2005","Oct 2005","3","34","87","74","","",""
"Bobby Valentino","Slow Down","song","797","8939.403","Mar 2005","Nov 2005","8","4","31","42","","",""
"Bobby Valentino","Special Occasion","album","","3957.082","May 2007","Aug 2007","3","","","","","",""
"Bobby Valentino","Tell Me","song","","2898.643","Jul 2005","Oct 2005","51","38","","","","",""
"Bobby Valentino","The Rebirth","album",""," 608.204","Feb 2009","Mar 2009","7","","","","","",""
"Bobby Valentino & Timbaland","Anonymous","song","","2145.972","May 2007","Aug 2007","49","25","","","","",""
"Bobby Valentino & Yung Joc","Beep","song",""," 559.598","Jan 2009","Mar 2009","55","","","","","",""
"Bobby Womack & Lana Del Rey","Dayglo Reflection","song","","   8.480","Sep 2012","Oct 2012","","","","138","","",""
"Bomfunk MCs","Freestyler","song","1189","6930.067","Mar 2000","May 2013","","2","1","8","","1",""
"Bon Jovi","(You Want To) Make A Memory","song","","4677.901","May 2007","Aug 2018","27","33","5","","4","",""
"Bon Jovi","100,000,000 Bon Jovi Fans Can't Be Wrong...","album","","1373.775","Nov 2004","Jan 2005","53","90","37","185","","",""
"Bon Jovi","2020","album","","2853.624","Oct 2020","Mar 2021","19","5","3","63","19","3",""
"Bon Jovi","All About Lovin' You","song","","1194.802","May 2003","Aug 2003","","9","21","","","31",""
"Bon Jovi","Always","song",""," 108.468","Dec 2008","Nov 2011","","67","","","","",""
"Bon Jovi","Because We Can","song",""," 513.295","Jan 2013","Apr 2013","","38","37","","37","",""
"Bon Jovi","Bounce","album","1040","17406.354","Sep 2002","Apr 2004","2","2","2","8","3","5",""
"Bon Jovi","Burning Bridges","album","","2896.221","Aug 2015","Oct 2016","13","3","1","73","4","3",""
"Bon Jovi","Crossroad - The Best Of Bon Jovi","album","","6051.686","May 2000","Aug 2013","85","43","59","","","41",""
"Bon Jovi","Crush","album","261","44820.139","Jun 2000","Aug 2001","9","1","1","6","4","1",""
"Bon Jovi","Everyday","song","","1829.179","Sep 2002","Mar 2003","","5","7","93","","5",""
"Bon Jovi","Greatest Hits","album","643","25559.623","Nov 2010","Jun 2021","5","2","2","","1","1",""
"Bon Jovi","Greatest Hits: The Ultimate Collection","album","1109","16357.794","Jan 2017","Jun 2021","92","","","","52","",""
"Bon Jovi","Have A Nice Day","album","558","27935.692","Sep 2005","Jul 2007","2","2","1","14","1","1",""
"Bon Jovi","Have A Nice Day","song","","4434.673","Sep 2005","Feb 2006","53","6","7","","","8",""
"Bon Jovi","Icon: Bon Jovi","album",""," 738.371","Sep 2013","Jul 2018","","","","","9","",""
"Bon Jovi","Inside Out","album","","  48.311","Dec 2012","Dec 2012","196","","","","","",""
"Bon Jovi","It's My Life","song","406","12751.158","May 2000","Nov 2010","33","3","2","14","","5",""
"Bon Jovi","Keep The Faith","album","","  26.189","Feb 2008","Feb 2008","","","","","","39",""
"Bon Jovi","Live At Madison Square Garden [DVD]","album",""," 205.293","Dec 2009","Dec 2009","","","35","","","",""
"Bon Jovi","Livin' On A Prayer","song",""," 755.561","Jun 2007","Jan 2014","25","42","","","","",""
"Bon Jovi","Lost Highway","album","651","25166.234","Jun 2007","Apr 2009","1","2","1","39","1","2",""
"Bon Jovi","Lost Highway","song",""," 226.948","Oct 2007","Jan 2008","","","36","","39","",""
"Bon Jovi","Misunderstood","song",""," 882.600","Nov 2002","Mar 2003","","21","35","","","33",""
"Bon Jovi","New Jersey","album",""," 531.665","Feb 2008","Oct 2015","73","50","22","","","41",""
"Bon Jovi","One Wild Night","song","","1253.409","May 2001","Aug 2001","","10","25","","","35",""
"Bon Jovi","One Wild Night - Live 1985-2001","album","1609","11915.796","May 2001","Oct 2005","20","2","3","15","4","6",""
"Bon Jovi","Saturday Night Gave Me Sunday Morning","song","","  18.917","Aug 2015","Aug 2015","","","98","","","",""
"Bon Jovi","Say It Isn't So","song","","1334.351","Aug 2000","Jan 2001","","10","35","","","9",""
"Bon Jovi","Slippery When Wet","album","","1727.565","Feb 2008","Aug 2016","123","66","","","","28",""
"Bon Jovi","Summertime","song","","  53.055","Sep 2007","Aug 2018","","","","","39","",""
"Bon Jovi","Superman Tonight","song",""," 197.911","Feb 2010","Mar 2010","","","26","","","",""
"Bon Jovi","Thank You For Loving Me","song","","3456.004","Nov 2000","Apr 2001","57","12","25","","","34",""
"Bon Jovi","The Circle","album","","7741.417","Nov 2009","Sep 2011","1","2","1","39","1","4",""
"Bon Jovi","This House Is Not For Sale","album","","4792.474","Nov 2016","Nov 2018","1","5","3","46","3","1",""
"Bon Jovi","This House Is Not For Sale","song","","  29.692","Aug 2016","Aug 2016","","","85","","","",""
"Bon Jovi","This Left Feels Right","album","","8934.912","Nov 2003","Jun 2004","14","4","3","44","5","11",""
"Bon Jovi","This Left Feels Right - Live [DVD]","album",""," 480.785","Feb 2004","Apr 2004","","","28","","","",""
"Bon Jovi","Wanted Dead Or Alive (Live)","song",""," 200.347","Aug 2001","Oct 2001","","","45","","","",""
"Bon Jovi","We Weren't Born To Follow","song","","1263.048","Oct 2009","Dec 2009","68","25","6","","29","",""
"Bon Jovi","Welcome To Wherever You Are","song",""," 616.199","Nov 2005","Mar 2006","","19","40","","","",""
"Bon Jovi","What About Now","album","","5384.890","Mar 2013","Sep 2013","1","2","2","46","1","1",""
"Bon Jovi","What Do You Got?","song",""," 240.447","Oct 2010","Dec 2010","","","23","","23","",""
"Bon Jovi","Who Says You Can't Go Home","song","1305","6501.403","Jan 2006","Jul 2006","23","5","54","","","",""
"Bon Jovi","Whole Lot Of Leavin'","song",""," 380.364","May 2008","Jul 2008","","","41","","","",""
"Bon Jovi & LeAnn Rimes","Till We Ain't Strangers Anymore","song",""," 343.853","Dec 2007","Feb 2008","","","39","","","",""
"Bone Crusher & Killer Mike & T.I.","Never Scared","song","","4697.337","Apr 2003","Aug 2003","26","","","","","",""
"Bone Thugs-n-Harmony","BTNH Resurrection","album","1174","15641.984","Mar 2000","Sep 2000","2","","87","","","",""
"Bone Thugs-n-Harmony","Greatest Hits","album","1695","11374.475","Dec 2004","Oct 2006","95","","","","","",""
"Bone Thugs-n-Harmony","Strength & Loyalty","album","","6907.027","May 2007","Oct 2007","2","","","","","",""
"Bone Thugs-n-Harmony","T.H.U.G.S.","album",""," 386.409","Dec 2007","Dec 2007","73","","","","","",""
"Bone Thugs-n-Harmony","The Collection: Volume Two","album","","2797.977","Dec 2000","Feb 2001","41","","","","","",""
"Bone Thugs-n-Harmony","Thug Stories","album","","1076.771","Oct 2006","Nov 2006","25","","","","","",""
"Bone Thugs-n-Harmony","Thug World Order","album","","4349.634","Nov 2002","May 2003","12","","","","","",""
"Bone Thugs-n-Harmony","UNI5: The World's Enemy","album",""," 630.878","May 2010","Jun 2010","14","","","","","",""
"Bone Thugs-n-Harmony & Akon","I Tried","song","","4283.958","Apr 2007","Aug 2007","6","69","","","","",""
"Bone Thugs-n-Harmony & Phil Collins","Home","song",""," 359.737","May 2003","Jul 2003","","19","","","","",""
"Bonez MC & Gzuz & Kontra K","Groses Kaliber","song","","  33.368","Dec 2016","Dec 2016","","","40","","","",""
"Bonez MC & Gzuz, Maxwell, LX & SA4","187 Gang","song",""," 112.664","Oct 2020","Oct 2020","","","52","","","",""
"Bonez MC & Maxwell","Ihr Hobby","song",""," 418.520","Sep 2020","Nov 2020","","","3","","","",""
"Bonez MC & RAF Camora","500 PS","song","1796","5197.367","Aug 2018","Feb 2020","","","1","","","",""
"Bonez MC & RAF Camora","Alien","song",""," 177.065","Oct 2018","Nov 2018","","","11","","","",""
"Bonez MC & RAF Camora","An ihnen vorbei","song",""," 738.266","Dec 2016","Apr 2017","","","8","","","",""
"Bonez MC & RAF Camora","Cabriolet","song","","  51.751","Sep 2016","Sep 2016","","","62","","","",""
"Bonez MC & RAF Camora","Ciao ciao","song",""," 112.986","Sep 2016","Oct 2016","","","36","","","",""
"Bonez MC & RAF Camora","Daneben","song","","  23.349","Sep 2016","Sep 2016","","","86","","","",""
"Bonez MC & RAF Camora","Dankbarkeit","song","","  26.044","Sep 2016","Sep 2016","","","74","","","",""
"Bonez MC & RAF Camora","Erblindet","song",""," 137.856","Sep 2016","Oct 2016","","","37","","","",""
"Bonez MC & RAF Camora","Intro [Palmen aus Plastik 2]","song","","  35.478","Oct 2018","Oct 2018","","","49","","","",""
"Bonez MC & RAF Camora","Intro [Palmen aus Plastik]","song","","  21.007","Sep 2016","Sep 2016","","","98","","","",""
"Bonez MC & RAF Camora","Ja Mann!","song",""," 313.538","Oct 2018","Nov 2018","","","5","","","",""
"Bonez MC & RAF Camora","MDMA","song",""," 134.188","Oct 2018","Nov 2018","","","14","","","",""
"Bonez MC & RAF Camora","Nein","song",""," 131.318","Oct 2018","Nov 2018","","","13","","","",""
"Bonez MC & RAF Camora","Nummer unterdruckt","song",""," 801.323","Oct 2018","Jan 2019","","","3","","","",""
"Bonez MC & RAF Camora","Ohne mein Team","song","","3858.973","Sep 2016","May 2018","","","7","","","",""
"Bonez MC & RAF Camora","Palmen aus Gold","song",""," 722.907","Dec 2016","Mar 2017","","","7","","","",""
"Bonez MC & RAF Camora","Palmen aus Plastik","album","","9631.637","Sep 2016","Apr 2020","","","1","","","",""
"Bonez MC & RAF Camora","Palmen aus Plastik","song","","2052.430","Jul 2016","Aug 2017","","","10","","","",""
"Bonez MC & RAF Camora","Palmen aus Plastik 2","album","1702","11314.625","Oct 2018","May 2021","","","1","","","",""
"Bonez MC & RAF Camora","Prominent","song",""," 283.836","Oct 2018","Nov 2018","","","8","","","",""
"Bonez MC & RAF Camora","Prophezeit","song",""," 112.876","Oct 2018","Nov 2018","","","21","","","",""
"Bonez MC & RAF Camora","Risiko","song","","1147.498","Aug 2018","Dec 2018","","","2","","","",""
"Bonez MC & RAF Camora","Ruhe nach dem Sturm","song",""," 226.007","Jul 2016","Oct 2016","","","42","","","",""
"Bonez MC & RAF Camora","Skandale","song",""," 161.901","Dec 2016","Feb 2017","","","25","","","",""
"Bonez MC & RAF Camora","Verrater","song","","  28.229","Dec 2016","Dec 2016","","","55","","","",""
"Bonez MC & RAF Camora","Von ihnen gelernt","song",""," 211.495","Oct 2018","Nov 2018","","","10","","","",""
"Bonez MC & RAF Camora","Vulcano EP","album",""," 140.587","Oct 2018","Oct 2018","","","41","","","",""
"Bonez MC & RAF Camora & Bausa","Atramis","song",""," 126.840","Dec 2016","Feb 2017","","","36","","","",""
"Bonez MC & RAF Camora & D-Flame","Killa","song","","  27.560","Sep 2016","Sep 2016","","","68","","","",""
"Bonez MC & RAF Camora & Gzuz","Kokain","song","","2037.027","Sep 2018","Mar 2019","","","1","","","",""
"Bonez MC & RAF Camora & Gzuz","Morder","song",""," 793.483","Aug 2016","Feb 2017","","","20","","","",""
"Bonez MC & RAF Camora & Gzuz","Skimaske","song","","  80.952","Sep 2016","Oct 2016","","","45","","","",""
"Bonez MC & RAF Camora & GZUZ & Maxwell","Kontrollieren","song","","1057.633","Apr 2017","Feb 2018","","","11","","","",""
"Bonez MC & RAF Camora & Hanybal","Attackieren","song","","  74.976","Sep 2016","Oct 2016","","","59","","","",""
"Bonez MC & RAF Camora & Hanybal","Kompanie","song",""," 294.790","Oct 2018","Nov 2018","","","7","","","",""
"Bonez MC & RAF Camora & Kontra K","Krimineller","song",""," 124.402","Oct 2018","Nov 2018","","","17","","","",""
"Bonez MC & RAF Camora & Tommy Lee Sparta","Evil","song","","  75.291","Sep 2016","Oct 2016","","","57","","","",""
"Bonez MC & RAF Camora & Trettmann","100","song",""," 167.340","Oct 2018","Nov 2018","","","15","","","",""
"Bonez MC & RAF Camora & Trettmann","Vaporizer","song","","  26.288","Sep 2016","Sep 2016","","","73","","","",""
"Bonez MC, Gzuz & Maxwell","Model","song","","  23.559","Jun 2016","Jun 2016","","","85","","","",""
"Bonez MC, LX, Maxwell & Sa4","Letzte Nacht","song","","  25.681","Oct 2018","Oct 2018","","","82","","","",""
"Booba","0.9","album","","1025.498","Nov 2008","Jul 2009","","","","6","","",""
"Booba","2.0","song","","  28.888","Dec 2013","Dec 2013","","","","41","","",""
"Booba","2Pac","song","","   5.156","Dec 2012","Dec 2012","","","","191","","",""
"Booba","3 G","song","","  14.821","Mar 2015","Apr 2015","","","","70","","",""
"Booba","4G","song","","  10.468","Dec 2015","Dec 2015","","","","109","","",""
"Booba","5G","song",""," 319.939","Nov 2020","Apr 2021","","","","1","","",""
"Booba","92I Veyron","song",""," 262.575","Dec 2015","Jul 2016","","","","57","","",""
"Booba","A la folie","song","","  20.210","Dec 2017","Dec 2017","","","","55","","",""
"Booba","A.C. Milan","song",""," 184.266","Feb 2013","Dec 2013","","","","7","","",""
"Booba","Arc-en-ciel","song",""," 699.552","May 2019","Nov 2019","","","","1","","",""
"Booba","Attila","song","","  29.999","Nov 2015","Dec 2015","","","","35","","",""
"Booba","Autopsie (Collector)","album","","  67.505","Dec 2009","Jan 2010","","","","104","","",""
"Booba","Autopsie 0","album","","  35.180","Mar 2017","Mar 2017","","","","69","","",""
"Booba","Autopsie Vol. 1","album",""," 691.619","Jun 2005","Feb 2006","","","","66","","",""
"Booba","Autopsie Vol. 2","album",""," 707.996","Jan 2007","May 2007","","","","8","","",""
"Booba","Autopsie Vol. 3","album","","1112.028","Jul 2009","Dec 2009","","","","2","","",""
"Booba","Autopsie Vol. 4","album",""," 723.624","Nov 2011","May 2012","","","","2","","",""
"Booba","Azerty","song",""," 278.659","Dec 2020","Apr 2021","","","","11","","",""
"Booba","Bakel City Gang","song","","  52.374","Oct 2011","Oct 2011","","","","30","","",""
"Booba","BB","song",""," 709.533","Oct 2018","Jun 2019","","","","2","","",""
"Booba","Billets verts","song","","  13.904","Dec 2013","Dec 2013","","","","87","","",""
"Booba","Billets violets","song","","   6.635","Apr 2015","May 2015","","","","161","","",""
"Booba","Caracas","song","","   9.857","Mar 2015","Apr 2015","","","","116","","",""
"Booba","Caramel","song",""," 236.532","Sep 2012","Jan 2013","","","","10","","",""
"Booba","Cavaliero","song",""," 141.445","Mar 2020","May 2020","","","","28","","",""
"Booba","Centurion","song","","  15.181","Dec 2017","Dec 2017","","","","85","","",""
"Booba","Charbon","song","","   6.216","Dec 2015","Dec 2015","","","","168","","",""
"Booba","Comme les autres","song","","   6.158","Dec 2015","Dec 2015","","","","169","","",""
"Booba","D.U.C","album",""," 958.541","Apr 2015","Nov 2015","","","","1","","",""
"Booba","D.U.C","song","","  13.029","Apr 2015","May 2015","","","","84","","",""
"Booba","Daniel Sam","song","","  89.453","Jan 2017","Feb 2017","","","","27","","",""
"Booba","Destinee","song",""," 633.703","Nov 2002","Mar 2003","","","","41","","",""
"Booba","DKR","song",""," 630.182","Oct 2016","Dec 2017","","","","1","","",""
"Booba","Dolce Vita","song",""," 492.162","Jul 2020","Nov 2020","","","","6","","",""
"Booba","Double Poney","song","","   6.511","Mar 2017","Mar 2017","","","","180","","",""
"Booba","Drapeau noir","song","","  28.457","Dec 2017","Dec 2017","","","","48","","",""
"Booba","E.L.E.P.H.A.N.T","song",""," 172.800","Jul 2016","Oct 2016","","","","1","","",""
"Booba","Freestyle Pirate","song","","  45.089","Jul 2019","Aug 2019","","","","42","","",""
