month,position,artist,album,indicativerevenue,us,uk,de,fr,ca,au
"Jul 2013","15","Blake Shelton","Based On A True Story","1479.870","7","-","-","-","25","-"
"Jul 2013","16","Taylor Swift","Red","1459.795","30","18","-","127","20","31"
"Jul 2013","17","Rihanna","Unapologetic","1409.014","59","48","63","25","-","-"
"Jul 2013","18","Darius Rucker","True Believers","1402.486","6","-","-","-","-","-"
"Jul 2013","19","Vampire Weekend","Modern Vampires Of The City","1382.946","26","26","-","106","-","-"
"Jul 2013","20","Adele","21","1381.568","32","65","74","54","-","-"
"Jul 2013","21","Wale","The Gifted","1378.009","1","-","-","-","10","-"
"Jul 2013","22","Lady Antebellum","Golden","1364.130","22","87","-","-","11","34"
"Jul 2013","23","Lana Del Rey","Born To Die","1353.873","45","46","83","36","-","31"
"Jul 2013","24","OneRepublic","Native","1350.024","16","-","27","-","-","14"
"Jul 2013","25","Jay-Z","Magna Carta Holy Grail","1340.228","1","1","9","12","1","2"
"Jul 2013","26","Passenger","All The Little Lights","1329.133","-","3","26","25","-","8"
"Jul 2013","27","Mac Miller","Watching Movies With The Sound Off","1314.611","3","-","50","-","4","-"
"Jul 2013","28","Ed Sheeran","Plus","1289.473","35","28","-","-","22","15"
"Jul 2013","29","Hunter Hayes","Hunter Hayes","1274.846","7","-","-","-","-","-"
"Jul 2013","30","Original Soundtrack","Pitch Perfect","1239.263","12","-","-","-","-","28"
"Jul 2013","31","Kelly Rowland","Talk A Good Game","1233.327","4","-","-","-","-","-"
"Jul 2013","32","Santiano","Mit den Gezeiten","1200.742","-","-","3","-","-","-"
"Jul 2013","33","Various Artists","NOW 46","1199.617","18","-","-","-","-","-"
"Jul 2013","34","One Direction","Take Me Home","1180.855","56","24","-","80","-","-"
"Jul 2013","35","Fall Out Boy","Save Rock And Roll","1176.138","26","55","-","-","-","-"
"Jul 2013","36","John Fogerty","Wrote A Song For Everyone","1172.014","18","-","89","-","15","9"
"Jul 2013","37","Amon Amarth","Deceiver Of The Gods","1156.340","19","67","3","67","9","-"
"Jul 2013","38","Demi Lovato","Demi","1113.677","41","86","-","117","-","-"
"Jul 2013","39","Bob Marley","Legend, The Best Of Bob Marley","1112.217","26","41","-","181","-","-"
"Jul 2013","40","Xavier Naidoo","Bei meiner Seele","1103.904","-","-","4","-","-","-"
"Jul 2013","41","Bruno Mars","Doo-Wops & Hooligans + Unorthodox Jukebox","1095.050","50","59","-","68","-","21"
"Jul 2013","42","Of Monsters & Men","My Head Is An Animal","1071.478","54","28","-","-","23","36"
"Jul 2013","43","Chrisette Michele","Better","1041.193","12","-","-","-","-","-"
"Jul 2013","44","Skillet","Rise","1040.270","4","-","94","-","16","-"
"Jul 2013","45","Sigur Ros","Kveikur","1031.484","14","45","19","18","9","17"
"Jul 2013","46","Original Soundtrack","The Great Gatsby: Music From Baz Luhrmann's Film","1025.917","24","-","-","-","17","-"
"Jul 2013","47","Mumford & Sons","Sigh No More","1018.887","57","12","-","-","-","-"
"Jul 2013","48","The National","Trouble Will Find Me","1013.081","48","80","83","105","24","46"
"Jul 2013","49","Big Time Rush","24/Seven (Soundtrack)","1011.140","4","-","-","-","-","-"
"Jul 2013","50","Emeli Sande","Our Version Of Events","994.297","120","15","76","69","-","-"
"Aug 2013","1","Jay-Z","Magna Carta Holy Grail","3587.809","1","3","9","17","1","3"
"Aug 2013","2","Daft Punk","Random Access Memories","3196.735","9","15","8","2","5","13"
"Aug 2013","3","Imagine Dragons","Night Visions","2892.523","5","3","32","151","3","4"
"Aug 2013","4","Bruno Mars","Unorthodox Jukebox","2836.311","11","11","35","4","2","7"
"Aug 2013","5","Robin Thicke","Blurred Lines","2801.784","1","2","2","10","1","4"
"Aug 2013","6","Pink","The Truth About Love","2579.207","22","24","17","21","5","1"
"Aug 2013","7","Selena Gomez","Stars Dance","2555.212","1","14","4","12","1","8"
"Aug 2013","8","Macklemore & Ryan Lewis","The Heist","2461.294","10","31","28","24","5","19"
"Aug 2013","9","Justin Timberlake","The 20/20 Experience - The Complete Experience","2117.389","9","23","52","128","6","38"
"Aug 2013","10","Black Sabbath","13","2083.690","19","40","5","121","9","-"
"Aug 2013","11","Michael Buble","To Be Loved","2080.357","28","6","50","113","12","7"
"Aug 2013","12","Mumford & Sons","Babel","1895.759","25","7","67","-","10","33"
"Aug 2013","13","Florida Georgia Line","Here's To The Good Times","1808.502","4","-","-","-","8","-"
"Aug 2013","14","Original Soundtrack","Teen Beach Movie","1724.136","3","-","-","-","14","-"
"Aug 2013","15","Kidz Bop Kids","Kidz Bop 24","1678.070","3","-","-","-","11","-"
"Aug 2013","16","The Lumineers","The Lumineers","1630.433","38","34","59","51","13","-"
"Aug 2013","17","Five Finger Death Punch","The Wrong Side Of Heaven And The Righteous Side Of Hell: Volume 1","1628.053","2","21","4","-","3","13"
"Aug 2013","18","Lana Del Rey","Born To Die","1624.804","20","22","70","41","-","-"
"Aug 2013","19","Kanye West","Yeezus","1518.941","6","44","92","129","4","19"
"Aug 2013","20","J Cole","Born Sinner","1497.368","3","92","-","-","14","-"
"Aug 2013","21","Passenger","All The Little Lights","1485.588","124","3","34","32","17","2"
"Aug 2013","22","The Backstreet Boys","In A World Like This","1473.167","5","16","3","-","2","30"
"Aug 2013","23","Sara Bareilles","The Blessed Unrest","1386.178","2","-","-","-","7","-"
"Aug 2013","24","One Direction","Take Me Home","1346.482","39","20","-","83","-","-"
"Aug 2013","25","Taylor Swift","Red","1322.443","29","21","-","186","-","40"
"Aug 2013","26","Blake Shelton","Based On A True Story","1320.047","11","-","-","-","-","-"
"Aug 2013","27","Original Soundtrack","Pitch Perfect","1314.512","12","-","-","-","-","34"
"Aug 2013","28","Adele","21","1299.497","32","51","92","51","-","-"
"Aug 2013","29","Santiano","Mit den Gezeiten","1273.571","-","-","2","-","-","-"
"Aug 2013","30","OneRepublic","Native","1228.048","26","90","25","-","-","22"
"Aug 2013","31","Hunter Hayes","Hunter Hayes","1163.808","16","-","-","-","-","-"
"Aug 2013","32","Ed Sheeran","Plus","1160.385","35","30","-","-","24","31"
"Aug 2013","33","Wale","The Gifted","1151.499","7","-","-","-","-","-"
"Aug 2013","34","Xavier Naidoo","Bei meiner Seele","1148.381","-","-","2","-","-","-"
"Aug 2013","35","Queens of The Stone Age","...Like Clockwork","1147.783","59","48","54","101","-","37"
"Aug 2013","36","Bruno Mars","Doo-Wops & Hooligans + Unorthodox Jukebox","1117.054","45","44","-","59","-","48"
"Aug 2013","37","Marc Anthony","3.0","1113.203","5","-","-","-","-","-"
"Aug 2013","38","Of Monsters & Men","My Head Is An Animal","1110.250","54","34","-","-","23","17"
"Aug 2013","39","Darius Rucker","True Believers","1090.739","15","-","-","-","-","-"
"Aug 2013","40","Various Artists","NOW 46","1072.470","18","-","-","-","-","-"
"Aug 2013","41","Civil Wars","The Civil Wars","1016.361","1","2","-","-","1","35"
"Aug 2013","42","Ace Hood","Trials & Tribulations","1012.445","4","-","-","-","19","-"
"Aug 2013","43","Fall Out Boy","Save Rock And Roll","1012.254","34","41","-","-","-","-"
"Aug 2013","44","Ciara","Ciara","1011.133","2","-","-","-","21","35"
"Aug 2013","45","Bob Marley","Legend, The Best Of Bob Marley","1001.833","33","41","-","174","-","-"
"Aug 2013","46","Cro","Raop","998.041","-","-","5","-","-","-"
"Aug 2013","47","Phil Phillips","The World From The Side Of The Moon","992.235","31","-","-","-","17","-"
"Aug 2013","48","Maroon 5","Overexposed","984.859","35","-","-","114","-","-"
"Aug 2013","49","Skillet","Rise","971.684","17","-","-","-","-","-"
"Aug 2013","50","The Pet Shop Boys","Electric","962.590","26","28","3","34","21","24"
"Sep 2013","1","Robin Thicke","Blurred Lines","2644.174","4","42","31","44","2","16"
"Sep 2013","2","Bruno Mars","Unorthodox Jukebox","2454.145","9","22","59","6","14","10"
"Sep 2013","3","Luke Bryan","Crash My Party","2410.698","1","-","-","-","1","19"
"Sep 2013","4","Imagine Dragons","Night Visions","2354.210","9","14","27","139","4","8"
"Sep 2013","5","Avenged Sevenfold","Hail To The King","2322.553","1","1","5","25","1","2"
"Sep 2013","6","Pink","The Truth About Love","2231.024","14","33","22","25","16","1"
"Sep 2013","7","Macklemore & Ryan Lewis","The Heist","2200.055","13","32","40","32","6","29"
"Sep 2013","8","Daft Punk","Random Access Memories","2173.342","22","27","23","9","13","14"
"Sep 2013","9","Jay-Z","Magna Carta Holy Grail","2088.806","6","27","68","86","6","40"
"Sep 2013","10","John Mayer","Paradise Valley","1934.667","2","48","17","66","1","1"
"Sep 2013","11","Justin Timberlake","The 20/20 Experience - The Complete Experience","1792.239","6","30","81","167","9","44"
"Sep 2013","12","Lana Del Rey","Born To Die","1639.530","20","32","97","54","-","30"
"Sep 2013","13","Bob Dylan","Another Self Portrait (1969-1971): The Bootleg Series Vol. 10","1631.765","21","5","2","41","-","20"
"Sep 2013","14","Passenger","All The Little Lights","1561.736","102","8","21","45","17","5"
"Sep 2013","15","Franz Ferdinand","Right Thoughts, Right Words, Right Action","1533.979","24","6","4","6","7","18"
"Sep 2013","16","Nine Inch Nails","Hesitation Marks","1529.459","3","2","5","22","1","3"
"Sep 2013","17","Mumford & Sons","Babel","1517.411","34","26","88","-","6","25"
"Sep 2013","18","Various Artists","NOW 47","1501.896","3","-","-","-","-","-"
"Sep 2013","19","One Direction","Take Me Home","1477.905","37","13","-","69","-","-"
"Sep 2013","20","Florida Georgia Line","Here's To The Good Times","1469.653","8","-","-","-","9","-"
"Sep 2013","21","Ellie Goulding","Halcyon","1458.749","48","3","8","-","-","12"
"Sep 2013","22","Selena Gomez","Stars Dance","1445.396","18","-","81","35","3","-"
"Sep 2013","23","Original Soundtrack","Teen Beach Movie","1420.791","7","-","-","108","-","-"
"Sep 2013","24","Civil Wars","The Civil Wars","1391.482","5","59","93","-","5","-"
"Sep 2013","25","The Lumineers","The Lumineers","1365.467","29","37","89","77","9","-"
"Sep 2013","26","Michael Buble","To Be Loved","1361.395","47","16","83","158","-","13"
"Sep 2013","27","Five Finger Death Punch","The Wrong Side Of Heaven And The Righteous Side Of Hell: Volume 1","1283.289","10","-","73","-","13","-"
"Sep 2013","28","Bastille","Bad Blood","1274.285","11","9","25","-","-","10"
"Sep 2013","29","K Michelle","Rebellious Soul","1263.101","2","-","-","-","-","-"
"Sep 2013","30","OneRepublic","Native","1201.287","37","25","32","-","-","8"
"Sep 2013","31","Blake Shelton","Based On A True Story","1198.464","11","-","-","-","-","-"
"Sep 2013","32","Arctic Monkeys","AM","1194.769","6","1","3","4","3","1"
"Sep 2013","33","TGT","Three Kings","1177.161","3","-","-","-","-","-"
"Sep 2013","34","Adele","21","1136.551","51","60","89","66","-","45"
"Sep 2013","35","Ariana Grande","Yours Truly","1107.965","1","7","-","183","2","6"
"Sep 2013","36","Jimmy Buffett","Songs From St. Somewhere","1064.227","4","-","-","-","22","-"
"Sep 2013","37","Lorde","The Love Club (EP)","1061.541","23","-","-","-","22","-"
"Sep 2013","38","One Direction","Up All Night","1030.159","58","23","-","116","-","35"
"Sep 2013","39","Luke Bryan","Tailgates & Tanlines","1022.736","16","-","-","-","20","-"
"Sep 2013","40","Taylor Swift","Red","1002.056","43","49","-","-","-","-"
"Sep 2013","41","Kidz Bop Kids","Kidz Bop 24","1000.065","12","-","-","-","-","-"
"Sep 2013","42","Original Soundtrack","The Great Gatsby: Music From Baz Luhrmann's Film","998.938","22","-","-","-","17","-"
"Sep 2013","43","Santiano","Mit den Gezeiten","979.795","-","-","2","-","-","-"
"Sep 2013","44","Original Soundtrack","Pitch Perfect","954.442","24","-","-","-","-","50"
"Sep 2013","45","Bruno Mars","Doo-Wops & Hooligans + Unorthodox Jukebox","930.005","60","71","-","80","-","-"
"Sep 2013","46","Sara Bareilles","The Blessed Unrest","925.347","25","-","-","-","-","-"
"Sep 2013","47","John Legend","Love In The Future","919.481","4","28","47","80","10","22"
"Sep 2013","48","Black Sabbath","13","906.141","64","91","25","178","11","-"
"Sep 2013","49","Kanye West","Yeezus","898.970","38","57","-","-","-","47"
"Sep 2013","50","Big Sean","Hall Of Fame","894.166","3","56","-","-","10","-"
"Oct 2013","1","Kings of Leon","Mechanical Bull","2828.444","2","1","2","37","2","1"
"Oct 2013","2","Drake","Nothing Was The Same","2718.576","1","2","14","11","1","2"
"Oct 2013","3","Avicii","True (Avicii By Avicii)","2638.095","5","6","5","8","2","2"
"Oct 2013","4","Jack Johnson","From Here To Now To You","2410.362","1","31","9","27","1","3"
"Oct 2013","5","Arctic Monkeys","AM","2235.960","6","3","18","10","3","4"
"Oct 2013","6","Justin Timberlake","The 20/20 Experience - 2 of 2","2093.822","1","2","4","12","1","4"
"Oct 2013","7","Imagine Dragons","Night Visions","2037.608","16","48","27","150","9","15"
"Oct 2013","8","Bruno Mars","Unorthodox Jukebox","1990.599","18","19","94","6","23","10"
"Oct 2013","9","Cher","Closer To The Truth","1886.921","3","4","6","93","6","17"
"Oct 2013","10","Luke Bryan","Crash My Party","1885.161","4","-","-","-","6","-"
"Oct 2013","11","Sting","The Last Ship","1861.330","13","14","3","10","16","39"
"Oct 2013","12","Keith Urban","Fuse","1801.309","1","-","-","-","1","1"
